Delivery Date,Hour,da_price,rt_price
2019-01-27,14,21.31,20.1925
2019-01-27,15,20.16,19.685
2019-01-27,16,19.77,19.085
2019-01-27,17,19.93,18.7025
2019-01-27,18,26.31,19.9425
2019-01-27,19,36.41,21.25
2019-01-27,20,24.54,25.325
2019-01-27,21,22.85,24.4075
2019-01-27,22,20.04,18.8925
2019-01-27,23,20.36,13.7825
2019-01-27,24,16.58,9.8625
2019-01-28,1,11.74,12.38
2019-01-28,2,9.09,13.1975
2019-01-28,3,5.6,12.0825
2019-01-28,4,8.86,11.442499999999999
2019-01-28,5,10.99,12.155000000000001
2019-01-28,6,15.09,18.6925
2019-01-28,7,28.17,26.8825
2019-01-28,8,28.04,28.4075
2019-01-28,9,20.91,20.5925
2019-01-28,10,19.94,13.325
2019-01-28,11,14.86,15.690000000000001
2019-01-28,12,11.72,10.31
2019-01-28,13,9.69,3.3175
2019-01-28,14,8.91,2.54
2019-01-28,15,8.11,3.67
2019-01-28,16,9.44,4.875
2019-01-28,17,8.06,4.055
2019-01-28,18,14.8,10.84
2019-01-28,19,17.58,19.7125
2019-01-28,20,17.85,20.7225
2019-01-28,21,16.32,21.77
2019-01-28,22,24.47,21.2825
2019-01-28,23,28.56,21.5975
2019-01-28,24,27.68,19.605
2019-01-29,1,27.9,20.177500000000002
2019-01-29,2,25.04,22.235
2019-01-29,3,25.22,27.802500000000002
2019-01-29,4,28.08,31.87
2019-01-29,5,30.92,33.644999999999996
2019-01-29,6,34.43,55.06
2019-01-29,7,72.41,191.29250000000002
2019-01-29,8,57.27,96.2475
2019-01-29,9,39.27,43.165
2019-01-29,10,35.23,28.1075
2019-01-29,11,32.49,23.34
2019-01-29,12,28.96,21.295
2019-01-29,13,26.04,20.305
2019-01-29,14,22.15,19.605
2019-01-29,15,20.62,19.177500000000002
2019-01-29,16,20.71,18.872500000000002
2019-01-29,17,21.4,19.99
2019-01-29,18,25.98,38.019999999999996
2019-01-29,19,39.6,62.29
